,Malas,Regulares,Buenas,Excelentes
-brocair,0.0,0.002129925452609159,0.0,0.0
-brother,0.0,0.0,0.0,0.001022527912643461
-brutal,0.0,0.0,0.0,0.00133699309170003
-bryan,0.0019704433497536944,0.0,0.0,0.0
-bulli,0.0,0.0,0.0,0.00133699309170003
-bullshit,0.0013966480446927375,0.0,0.0,0.0
-but,0.0009736217789891224,0.0023052510235224135,0.0022264309141525403,0.0008133381452776591
-bye,0.013320647002854425,0.002462275368602926,0.0012077294685990338,0.002045055825286922
-bye-by,0.0014275517487508922,0.0,0.0,0.0
-c,0.0,0.0014492753623188406,0.0,0.0
-c-22,0.0,0.0014492753623188406,0.0,0.0
-cad,0.0,0.002652519893899204,0.0,0.0
-call,0.001699641456786091,0.0,0.0,0.0
-calm,0.0,0.0,0.0,0.0011875503492326626
-calvin,0.0,0.0,0.0,0.0023751006984653253
-can,0.0018170809995307002,0.0013364627233958294,0.0,0.0007224270674731627
-candi,0.0013764624913971094,0.0,0.0,0.0
-cant,0.0,0.0,0.0,0.0019047929249743094
-captain,0.0,0.002129925452609159,0.0,0.0
-care,0.0,0.0014492753623188406,0.0,0.00133699309170003
-carlo,0.0,0.0,0.0,0.0013360939705892702
-carolina,0.0019029495718363464,0.0,0.0,0.0
-carter,0.0,0.0,0.0,0.001022527912643461
-cathi,0.0,0.0,0.0,0.001022527912643461
-caus,0.0,0.0021691973969631237,0.0,0.0
-ceas,0.0,0.004259850905218318,0.0,0.001901216970589708
-ceci,0.0,0.0,0.0,0.001721639284459484
-celin,0.0,0.0,0.0014461315979754157,0.0
-certainli,0.0013764624913971094,0.0,0.0,0.0013088087841016105
-chang,0.0,0.0,0.0,0.0013088087841016105
-charg,0.0,0.002129925452609159,0.0,0.0
-charl,0.0014275517487508922,0.0,0.0,0.0
-charli,0.0020161290322580645,0.0,0.0,0.0
-chatter,0.0,0.0,0.0014461315979754157,0.0
-check,0.0012126838003825972,0.0021691973969631237,0.0,0.0019251664091727177
-cheer,0.0011075423757079652,0.0,0.0,0.0
-chesler,0.0,0.0014492753623188406,0.0,0.0
-children,0.0013966480446927375,0.0,0.0,0.0
-chiquita,0.0019704433497536944,0.0,0.0,0.0
-chorizo,0.0,0.0,0.0,0.001721639284459484
-christ,0.0,0.0,0.0,0.0011344157056542826
-chuck,0.007137758743754461,0.0,0.0,0.0
-chuckl,0.0009927501598959176,0.0,0.005784526391901663,0.0
-cia,0.0,0.0014492753623188406,0.0,0.0
-clang,0.0,0.0014492753623188406,0.0,0.0
-clatter,0.0019704433497536944,0.0,0.0,0.0
-clean,0.0,0.0,0.0,0.0013360939705892702
-clear,0.0,0.0,0.0,0.0013088087841016105
-clemenza,0.0,0.0,0.0,0.0013360939705892702
-coco,0.0,0.0,0.0,0.001721639284459484
-code,0.0,0.0,0.0,0.001022527912643461
-coffe,0.0,0.0014492753623188406,0.0,0.001022527912643461
-cold,0.0,0.0,0.0,0.00133699309170003
-colleg,0.0,0.001349527665317139,0.0,0.0
-coltran,0.008258774948382657,0.0,0.0,0.0
-come,0.0036341619990614004,0.0035043463182113472,0.01570048309178744,0.0034741898547339164
-command,0.006048387096774193,0.0,0.0,0.0
-commission,0.0027529249827942187,0.0,0.0,0.0
-compot,0.0,0.0,0.0,0.0021595344937676572
-comprendo,0.0013966480446927375,0.0,0.0,0.0
-congrat,0.0013966480446927375,0.0021691973969631237,0.0,0.0
-congratul,0.005708848715509039,0.0,0.0,0.0
-conlon,0.0,0.0,0.0012077294685990338,0.0
-conni,0.0,0.0,0.0,0.004008281911767811
-connor,0.0,0.0038240917782026767,0.0,0.0
-continu,0.0,0.0,0.0012077294685990338,0.0
-cool,0.0,0.004338394793926247,0.0,0.0
-cop,0.0027529249827942187,0.0,0.0,0.0
-could,0.0019029495718363464,0.0021691973969631237,0.0010111223458038423,0.0
-counter-attack,0.0,0.0,0.0,0.0014150795828107158
-cousin,0.0,0.0,0.0,0.001721639284459484
-cover,0.0,0.0,0.0024154589371980675,0.0
-creme,0.0,0.0014492753623188406,0.0,0.0
-cro-magnon,0.0017421602787456446,0.0,0.0,0.0
-crowd,0.0013966480446927375,0.0,0.0,0.0
-crush,0.0,0.0,0.0012077294685990338,0.0
-cut,0.0012126838003825972,0.0021691973969631237,0.0,0.0011875503492326626
-czech,0.0,0.0014492753623188406,0.0,0.0
-dad,0.0013966480446927375,0.0,0.004602991944764097,0.0018045156532845092
-daddi,0.003940886699507389,0.0,0.0024154589371980675,0.0
-damascu,0.0,0.0,0.0,0.0013088087841016105
-damn,0.0019029495718363464,0.0,0.0,0.002015232203947715
-dang,0.0,0.0,0.0023014959723820483,0.00133699309170003
-danylo,0.0,0.002652519893899204,0.0,0.0
-daud,0.0,0.0,0.0,0.0013088087841016105
-daydream,0.0,0.0014492753623188406,0.0,0.0
-de,0.0,0.0,0.0,0.001721639284459484
-dead,0.0,0.0,0.0,0.001022527912643461
-deal,0.0013966480446927375,0.0,0.0,0.0
-dentist,0.0,0.0,0.0,0.0011875503492326626
-departur,0.0,0.0,0.0014461315979754157,0.0
-deraa,0.0,0.0,0.0,0.0013088087841016105
-desire,0.0,0.0027137042062415195,0.0,0.0
-deton,0.0,0.0,0.0,0.0013088087841016105
-dian,0.0013966480446927375,0.0,0.0,0.0
-did,0.003260982323940766,0.001231137684301463,0.0011132154570762701,0.0009023613147319679
-didnt,0.0013764624913971094,0.0,0.0,0.0013360939705892702
-dime,0.0,0.0,0.0,0.00133699309170003
-dimwit,0.0,0.0,0.0,0.0014150795828107158
-dinner,0.0,0.0,0.0,0.0013360939705892702
-discu/pen,0.0,0.0,0.0,0.001721639284459484
-django,0.0,0.0,0.0,0.0035626510476979884
-do,0.0018170809995307002,0.000943279358078298,0.001025948070251219,0.0008133381452776591
-doctor,0.0011864315672737561,0.0,0.0,0.0023751006984653253
-doe,0.0013966480446927375,0.0014492753623188406,0.0,0.002617617568203221
-dog,0.0,0.0,0.0012284671036413728,0.0
-domest,0.0,0.0014492753623188406,0.0,0.0
-don,0.00558659217877095,0.0,0.0,0.0
-dont,0.0012378972365975085,0.00087788798627799,0.0012419371376725284,0.0023048594096608103
-doo,0.0013764624913971094,0.0,0.0,0.0
-door,0.002126925621899913,0.0,0.0,0.0
-dot,0.0,0.0,0.0,0.001022527912643461
-dr,0.0013966480446927375,0.0,0.0,0.0011875503492326626
-dress,0.0013764624913971094,0.0,0.0,0.0
-dri,0.0,0.0,0.0,0.00133699309170003
-drop,0.0,0.0,0.0012077294685990338,0.0
-drum,0.0,0.0,0.0,0.0018045156532845092
-dryden,0.0,0.0,0.0,0.0013088087841016105
-dude,0.0,0.004338394793926247,0.0012077294685990338,0.0
-duti,0.0013764624913971094,0.0,0.0,0.0
-dynamit,0.0,0.0,0.0,0.0011875503492326626
-e,0.0,0.0,0.0,0.0018760828463326204
-each,0.0,0.0,0.0,0.0013088087841016105
-earl,0.0013966480446927375,0.0,0.0,0.0
-easi,0.0013764624913971094,0.0,0.0,0.0013360939705892702
-east,0.0,0.002129925452609159,0.0,0.0
-eight,0.0013966480446927375,0.0,0.0,0.0011875503492326626
-eleven,0.0,0.0,0.0,0.0011875503492326626
-eli,0.0026041666666666665,0.0,0.0,0.0
-ella,0.0013764624913971094,0.0,0.0,0.0
-empti,0.0,0.0,0.0,0.0013088087841016105
-end,0.0,0.0,0.0,0.0013360939705892702
-enjoy,0.0019029495718363464,0.0,0.0,0.0013088087841016105
-enough,0.0014275517487508922,0.0,0.0,0.0013088087841016105
-enzo,0.0,0.0,0.0,0.0013360939705892702
-epa,0.0,0.0,0.0,0.001721639284459484
-even,0.0,0.0014492753623188406,0.0,0.0013360939705892702
-everi,0.0026041666666666665,0.0,0.0,0.0
-everybodi,0.0,0.0,0.0036231884057971015,0.001633470676940178
-everyon,0.0,0.0027137042062415195,0.0,0.001721639284459484
-everyth,0.0014275517487508922,0.0,0.0,0.0
-everywher,0.0,0.0014492753623188406,0.0,0.0
-ex-excus,0.0,0.0021691973969631237,0.0,0.0
-exactli,0.0013966480446927375,0.0,0.0012077294685990338,0.0
-excel,0.0,0.0027137042062415195,0.0,0.0
-excus,0.0055058499655884375,0.0027137042062415195,0.0012077294685990338,0.0009944996571453113
-extinguish,0.0019704433497536944,0.0,0.0,0.0
-fantast,0.0,0.0021691973969631237,0.0,0.0
-fashion,0.0,0.0,0.0,0.0013360939705892702
-father,0.0,0.002129925452609159,0.0,0.0
-fetch,0.0,0.0,0.0,0.001901216970589708
-fifti,0.0014275517487508922,0.0014492753623188406,0.0,0.0
-find,0.0020161290322580645,0.0,0.0012419371376725284,0.001721639284459484
-fine,0.0016738620732374568,0.0,0.0,0.0009121948240700149
-fire,0.0014275517487508922,0.0014492753623188406,0.0,0.0
-first,0.0,0.0027137042062415195,0.0012077294685990338,0.0014150795828107158
-five,0.002126925621899913,0.0,0.0012077294685990338,0.0014150795828107158
-fix,0.0,0.0021691973969631237,0.0,0.0
-flimsi,0.0,0.0,0.0,0.0013088087841016105
-flower,0.0013764624913971094,0.0,0.0,0.0
-folk,0.001303780964797914,0.0,0.0,0.0
-follow,0.0013764624913971094,0.0,0.0,0.0023751006984653253
-footstep,0.0019704433497536944,0.0,0.0014461315979754157,0.0
-for,0.002928645269564325,0.004039466167852355,0.0,0.0010159155313234068
-forget,0.0013764624913971094,0.0,0.0,0.001901216970589708
-forti,0.0,0.0,0.0014619883040935672,0.0
-four,0.0013966480446927375,0.0,0.0,0.0
-francisco,0.0,0.0,0.0012077294685990338,0.0
-frank,0.00558659217877095,0.0,0.0012077294685990338,0.0
-franki,0.0013966480446927375,0.0,0.0,0.0
-freddi,0.0,0.0,0.0,0.0013360939705892702
-fredo,0.0,0.0,0.0,0.0013360939705892702
-from,0.0,0.002652519893899204,0.0,0.0
-front,0.0,0.0,0.0012077294685990338,0.0
-fuck,0.0013966480446927375,0.0021691973969631237,0.0,0.0010159155313234068
-fucker,0.0019704433497536944,0.0,0.0,0.0
-fuckin,0.0,0.0,0.0,0.001022527912643461
-full,0.0013966480446927375,0.0,0.0,0.0
-gang,0.0,0.0,0.0,0.0023751006984653253
-garden,0.0,0.0014492753623188406,0.0,0.0
-gasp,0.0019704433497536944,0.0,0.0,0.0
-gee,0.0,0.0021691973969631237,0.0,0.0
-geeta,0.0,0.0,0.0,0.0014150795828107158
-geez,0.0019704433497536944,0.0019120458891013384,0.0,0.0
-gener,0.0,0.0,0.0,0.0013088087841016105
-gentlemen,0.0,0.0014492753623188406,0.0024154589371980675,0.0
-german,0.0,0.0,0.0014461315979754157,0.0
-gerri,0.0,0.0,0.0,0.001022527912643461
-get,0.0012378972365975085,0.000943279358078298,0.002051896140502438,0.0007682864698869368
-ghira,0.0,0.0,0.0,0.0013088087841016105
-giggl,0.0,0.0,0.004338394793926247,0.0
-girl,0.0,0.0021691973969631237,0.0,0.0
-give,0.0014489807281449455,0.001349527665317139,0.0,0.0010159155313234068
-glad,0.0,0.0,0.0,0.0013360939705892702
-go,0.0009085404997653501,0.001231137684301463,0.0012077294685990338,0.0008666229676515653
-god,0.0019029495718363464,0.0020197330839261773,0.0012077294685990338,0.0
-gold,0.0,0.002129925452609159,0.0,0.0
-goldi,0.0,0.0,0.0,0.0011875503492326626
-golf,0.0013966480446927375,0.0,0.0,0.0
-good,0.002126925621899913,0.0012438145274034237,0.0055660772853813505,0.0023092678958701006
-goodby,0.0014275517487508922,0.0,0.0,0.0
-goodnight,0.0,0.0021691973969631237,0.0,0.0
-got,0.0,0.002898550724637681,0.0,0.0
-grab,0.0,0.001349527665317139,0.0,0.0
-gracia,0.0,0.0,0.0,0.006886557137837936
-grandson,0.0,0.0,0.0,0.001721639284459484
-great,0.0047457262690950245,0.0023052510235224135,0.0,0.0011105018040858128
-grenad,0.0013764624913971094,0.0,0.0,0.0
-grid,0.0013764624913971094,0.0,0.0,0.0
-groan,0.0016165271211570113,0.0,0.0014461315979754157,0.0
-grow,0.0019704433497536944,0.0,0.0,0.0
-grunt,0.0019704433497536944,0.0,0.0,0.0
-gràzie,0.0,0.0,0.0,0.0013360939705892702
-guarante,0.0,0.0,0.0,0.0021595344937676572
-guitar,0.0,0.0,0.0,0.001721639284459484
-gun,0.0013764624913971094,0.0,0.0,0.0013088087841016105
-guy,0.0,0.0021691973969631237,0.0,0.0
-ha,0.0011864315672737561,0.0014492753623188406,0.0014619883040935672,0.0013360939705892702
-haku,0.0,0.0,0.0,0.00224493981273022
-hal,0.0,0.0,0.0,0.00267398618340006
-halt,0.0,0.0,0.0,0.002268831411308565
-hand,0.0013764624913971094,0.0,0.0,0.0013360939705892702
-happi,0.0,0.0,0.0012077294685990338,0.0
-hardli,0.0,0.0,0.0,0.0013088087841016105
-harith,0.0,0.0,0.0,0.0013088087841016105
-harri,0.0,0.0,0.0,0.00133699309170003
-have,0.0011864315672737561,0.0014559070222565369,0.0,0.0018636766392170693
-he,0.00272562149929605,0.0018093397277273897,0.021739130434782608,0.0013896759418935666
-heart,0.0,0.0,0.0024154589371980675,0.0026721879411785404
-hector,0.0019704433497536944,0.0,0.0,0.0
-heilo,0.0028551034975017845,0.0,0.0,0.0
-helicopt,0.001303780964797914,0.0,0.0,0.0
-hell,0.0017421602787456446,0.0014492753623188406,0.0,0.00133699309170003
-hello,0.0009927501598959176,0.0019035984316004221,0.0,0.001735194790120704
-help,0.0016165271211570113,0.0014492753623188406,0.0,0.001022527912643461
-henri,0.002793296089385475,0.0,0.0,0.001022527912643461
-her,0.0013966480446927375,0.0021691973969631237,0.0,0.001901216970589708
-here,0.0,0.002672925446791659,0.0012419371376725284,0.0019889993142906226
-hey,0.002559739000592925,0.001231137684301463,0.0011011415367175254,0.0016266762905553182
-hi,0.0009927501598959176,0.0012438145274034237,0.0024154589371980675,0.002602792185181056
-hide,0.0,0.002652519893899204,0.0,0.0
-high,0.0,0.0021691973969631237,0.0014619883040935672,0.0
-hildi,0.0,0.0,0.0,0.0011875503492326626
-him,0.0013966480446927375,0.0,0.0,0.0011875503492326626
-hip,0.0,0.0,0.0012077294685990338,0.0
-histori,0.0,0.0,0.0,0.001022527912643461
-hit,0.0,0.0,0.0,0.00133699309170003
-hmm,0.002126925621899913,0.0023894862604540022,0.0,0.0011344157056542826
-hoid,0.0028551034975017845,0.0,0.0,0.0
-hola,0.0,0.0,0.0,0.006886557137837936
-hold,0.0011864315672737561,0.001027583498839634,0.0,0.0010159155313234068
-holi,0.0,0.0014492753623188406,0.0,0.0011875503492326626
-holier,0.0014275517487508922,0.0,0.0,0.0
-hon,0.0,0.0,0.0012077294685990338,0.0
-honey,0.0032330542423140225,0.0014492753623188406,0.0,0.0
-horn,0.002607561929595828,0.0,0.0,0.0
-hotel,0.0,0.0,0.0,0.0018328152530131408
-how,0.0009085404997653501,0.00087788798627799,0.0036231884057971015,0.0008133381452776591
-howd,0.0014275517487508922,0.0021691973969631237,0.0,0.002045055825286922
-huge,0.0,0.0,0.0036231884057971015,0.0
-huh,0.004189944134078212,0.0,0.0,0.0011344157056542826
-hundr,0.0014275517487508922,0.0,0.0,0.0
-hurray,0.0019029495718363464,0.0,0.0,0.0
-hurri,0.003805899143672693,0.0,0.0,0.0011875503492326626
-hush,0.0019029495718363464,0.0,0.0,0.0
-hyena,0.0,0.0,0.0,0.0018045156532845092
-héctor,0.0,0.0,0.0,0.010329835706756905
-i,0.002397151840826762,0.0009997681554117352,0.003762921173287003,0.0009561741611107024
-i-im,0.0,0.0021691973969631237,0.0,0.0
-ian,0.0019704433497536944,0.0,0.0,0.0
-ibid,0.0,0.0,0.0,0.001022527912643461
-id,0.0019704433497536944,0.0014492753623188406,0.0,0.0013088087841016105
-if,0.002793296089385475,0.0016218091004050455,0.0011011415367175254,0.0010076161019738576
-ill,0.003990314011433029,0.0008244593452202135,0.0012419371376725284,0.004442007216343251
-im,0.0007001998565136713,0.0011041127724529093,0.0012419371376725284,0.0012323461530432786
-imelda,0.0,0.0,0.0,0.001721639284459484
-imit,0.001303780964797914,0.0,0.0014461315979754157,0.0
-import,0.0,0.0,0.0,0.0014150795828107158
-imposs,0.0,0.0019743336623889436,0.0,0.0
-impot,0.0013966480446927375,0.0,0.0,0.0
-in,0.0016165271211570113,0.0020197330839261773,0.002051896140502438,0.0009023613147319679
-in-6,0.0013175230566534915,0.0,0.0,0.0
-inch,0.0014275517487508922,0.0,0.0,0.0
-indi,0.0,0.0,0.0023014959723820483,0.0
-indistinct,0.0013966480446927375,0.0,0.0,0.0
-ing,0.0,0.0021691973969631237,0.0,0.0
-insan,0.0,0.0,0.0,0.0017566505165926124
-instructor,0.0,0.0,0.0,0.0013088087841016105
-invit,0.0,0.0,0.0,0.001721639284459484
-irish,0.0,0.0,0.0,0.0013360939705892702
-irontown,0.0,0.0,0.0,0.001901216970589708
-ish,0.0,0.0,0.0024154589371980675,0.0
-isnt,0.0014275517487508922,0.0021691973969631237,0.0,0.0013088087841016105
-it,0.0007528695958186071,0.0011041127724529093,0.0022264309141525403,0.005782873128624887
-itll,0.0,0.0,0.0,0.001901216970589708
-ive,0.0012126838003825972,0.0023052510235224135,0.0,0.003331505412257438
-jack,0.0,0.0019120458891013384,0.0,0.0
-jake,0.0,0.0,0.0,0.0011875503492326626
-jani,0.0,0.0014492753623188406,0.0,0.0
-jeff,0.0,0.002898550724637681,0.0,0.0
-jefferson,0.0,0.0014492753623188406,0.0,0.0
-jess,0.0,0.008676789587852495,0.0,0.0
-jesu,0.0013966480446927375,0.0021691973969631237,0.0,0.0011344157056542826
-jesú,0.005708848715509039,0.0,0.0,0.0
-jim-jim,0.0,0.0025,0.0,0.0
-jimmi,0.003940886699507389,0.0,0.0,0.0
-joey,0.0,0.0,0.0,0.001022527912643461
-john,0.0,0.0,0.0,0.002268831411308565
-johnni,0.0,0.0,0.0,0.0013360939705892702
-jonathon,0.0,0.010649627263045794,0.0,0.0
-josephin,0.0021164021164021165,0.0,0.0,0.0
-josh,0.0,0.0,0.0024154589371980675,0.0
-julia,0.0,0.0,0.0012077294685990338,0.0
-just,0.0017454197653642837,0.002462275368602926,0.001025948070251219,0.0008276818547150522
-kane,0.0013764624913971094,0.0,0.0,0.0
-kaput,0.0,0.0,0.0,0.0012033747633350966
-kati,0.011011699931176875,0.0,0.0,0.0
-kay,0.0,0.0,0.0,0.0013360939705892702
-keep,0.0,0.0021691973969631237,0.0,0.0
-kevin,0.0028551034975017845,0.0,0.0,0.0
-kid,0.0,0.001349527665317139,0.0,0.001721639284459484
-kidney,0.002793296089385475,0.0,0.0,0.0
-kill,0.0,0.0,0.0,0.001901216970589708
-killer,0.0,0.001349527665317139,0.0,0.001901216970589708
-kirsten,0.0,0.0,0.0,0.001022527912643461
-knock,0.0019704433497536944,0.0,0.0,0.0
-know,0.0,0.0014492753623188406,0.0,0.0013360939705892702
-koba,0.0,0.0,0.007246376811594203,0.0
-kohroku,0.0,0.0,0.0,0.003802433941179416
-l,0.0,0.011080239158713165,0.0,0.011344157056542825
-l-l,0.0,0.0,0.0014461315979754157,0.0
-ladi,0.0013966480446927375,0.0,0.0,0.0
-laroch,0.0,0.002129925452609159,0.0,0.0
-last,0.0019029495718363464,0.0021691973969631237,0.0,0.0013088087841016105
-laugh,0.004189944134078212,0.0,0.018799710773680405,0.001490487832539579
-lauren,0.0,0.001466275659824047,0.0,0.0
-law,0.0,0.0,0.0,0.0013360939705892702
-lawrenc,0.0,0.0,0.0,0.002617617568203221
-lay,0.0,0.0,0.0,0.0010076161019738576
-leav,0.007881773399014778,0.004259850905218318,0.0,0.0013088087841016105
-lemonad,0.0,0.0,0.0,0.0013088087841016105
-less,0.0,0.0,0.0,0.0013088087841016105
