,Malas,Regulares,Buenas,Excelentes
controlar,0.003936448354092523,0.0,0.0,0.0
controllu,0.018726414370311306,0.0,0.0,0.0
controlof,0.0,0.0,0.0021725827411341967,0.0
controlpatti,0.0,0.0,0.0021725827411341967,0.0
controlth,0.0,0.0,0.0021725827411341967,0.0
controlu,0.006242138123437102,0.0,0.0,0.0
controversi,0.008331107627709042,0.004587266836524426,0.003862970493444584,0.007383724931474837
contruct,0.0,0.008147887925676632,0.0,0.0
contus,0.0,0.0,0.0,0.0038687453111474423
conundrum,0.0,0.0,0.0,0.00607945691751741
convalesc,0.0,0.0,0.0,0.0034549190162084676
conven,0.0,0.0027253645030497777,0.00396369878322721,0.0046384523442283025
conveni,0.003778479234944728,0.005720247610428963,0.005859549756761391,0.004419281022857562
convent,0.0033396521084786785,0.05745056146699586,0.002631753427715691,0.002437047533323252
conver,0.006368369430281129,0.0,0.0,0.0
converg,0.016676921535431696,0.021082233862922295,0.0,0.007980541032377168
convers,0.002792957020450312,0.002272588154552142,0.0025804776234800812,0.004283508551224443
conversationalist,0.0,0.00692884198740158,0.0,0.004648204698559436
conversationha,0.0,0.0,0.0031729558521652575,0.0
conversationwith,0.0,0.005279394272043618,0.0,0.0
convert,0.003712791387322862,0.03640448938045428,0.008484224595502386,0.004317568558115963
convertirs,0.003936448354092523,0.0,0.0,0.0
convey,0.007173482194246054,0.004082425481418858,0.0037643856185279327,0.0063406902556426385
conveyor,0.0,0.005500713857247193,0.0,0.0
convict,0.00212209030594477,0.002852057297326189,0.002830291779994353,0.002454381003411542
convinc,0.003260463465203857,0.005904969399194316,0.004392809931415121,0.0022806614039841467
convincedif,0.0,0.0,0.0031729558521652575,0.0
convincent,0.003936448354092523,0.0,0.0,0.0
convincingli,0.0,0.0,0.0,0.0033720525796886685
convini,0.0,0.0,0.0026177545164372553,0.0
convoc,0.0,0.0,0.0,0.003273553724817067
convoy,0.011871472780547778,0.00729816612577988,0.010099405740519084,0.0027681559565847554
convuls,0.005100245847122923,0.004590638972963221,0.008744415266752093,0.0037193884677252697
conway,0.08924076869275961,0.0,0.0,0.016923823025326364
conﬂict,0.0,0.0,0.0,0.0053488894832679715
coo,0.019764594246489655,0.010748169100648306,0.010691648549444675,0.008334825555372627
cooch,0.0,0.0,0.007100696016401393,0.0
coochi,0.0,0.013080617583692703,0.0031195232127528656,0.0
coocoocachoo,0.0,0.0,0.005476797710041771,0.0
coogan,0.0,0.0,0.005623497648703604,0.0
cooi,0.004826296832603859,0.0,0.0,0.0
cook,0.0025404500715338813,0.0029148809477723436,0.006240069122803996,0.002168502982699013
cookbook,0.0,0.0,0.01016677541008561,0.0
cooker,0.0058156208370711325,0.0,0.0,0.003273553724817067
cooki,0.013392007188840054,0.004628706272570519,0.0075387735095805465,0.0049146550830623135
cookiecutt,0.0,0.0065607472568208714,0.0,0.0
cookiewis,0.0,0.0,0.00830912581338791,0.008494022072215827
cookin,0.0,0.0,0.003640645876617362,0.0
cooknot,0.0030708519583364387,0.0,0.0,0.0
cookout,0.0,0.0,0.01700715760544024,0.005420238697545643
cool,0.007404606364422801,0.0021017441645741577,0.0017618869797600518,0.0021213814174061113
coolant,0.006553920256553629,0.006050256836261322,0.004155055734609408,0.01584482356364286
coolass,0.0,0.0,0.003221645711789277,0.0
cooler,0.00433541306745644,0.004882511264702039,0.03812097117165802,0.004586389360810595
coolerador,0.0,0.0,0.0,0.0031241653603908907
coolest,0.005087774048806191,0.0055496734514733585,0.00358353210053751,0.008918876634442413
cooley,0.0,0.005500713857247193,0.033839179941158024,0.0
coolhead,0.0,0.0,0.006091216021806611,0.0
cooli,0.0,0.01767535275925548,0.009564642925661407,0.0
coolidg,0.0,0.0,0.0,0.004392766603438943
coolio,0.0,0.005158327081529923,0.0,0.0
coolsound,0.0,0.0,0.0,0.0047895949555498375
coolyeah,0.008254675447638318,0.0,0.0,0.0
coon,0.0,0.005913913020232898,0.007861388760151602,0.00426248683345102
coop,0.0074801868961378104,0.0038568997958040637,0.003325872986952016,0.003986276814270909
cooper,0.012227028507052245,0.0036922487634364807,0.0022272742452706397,0.007453063083070214
coopertown,0.0,0.006479750377107033,0.0,0.0
coopt,0.0,0.004340673581356331,0.0,0.0
coordin,0.0038682900406180097,0.006455816105383628,0.0027386787344441336,0.0037763285351858356
coordinationof,0.0,0.0,0.0021725827411341967,0.0
coorper,0.0,0.0,0.0026177545164372553,0.0
coot,0.00826721266369925,0.0,0.0,0.0
cootchiecoo,0.0,0.0,0.0,0.003273553724817067
cooter,0.012801458062089505,0.0,0.0,0.0
cooti,0.0,0.0,0.0,0.005297892425319558
coown,0.004760632930119453,0.0,0.0,0.0
cooz,0.004844859512729258,0.0,0.0,0.00426248683345102
cop,0.013416685033215156,0.0037612501362146895,0.018538205352330205,0.010600978531992178
copa,0.0,0.0,0.026500634080847275,0.0038033317430845627
copacabana,0.004760632930119453,0.0,0.0,0.0038033317430845627
copalvin,0.0,0.0,0.0,0.006921227875327512
cope,0.0074801868961378104,0.005199705077879927,0.004467421339010695,0.004634318251229882
copenhagen,0.0174468625112134,0.0,0.006009844815408431,0.0
coperfuckingsucar,0.0,0.0,0.004334698806984195,0.0
copernicu,0.022861406049176174,0.004401339878789683,0.0,0.0
copi,0.025523628107976207,0.002590491577618195,0.0019548526319864115,0.002627447243537323
copier,0.0,0.006279478929758759,0.0,0.0
copilot,0.004564470835495189,0.0054845109451938275,0.024699283790384455,0.0035520723612091835
copim,0.004221392336828443,0.0,0.0,0.0
copiou,0.0,0.0,0.004874858642839037,0.0
copiu,0.006242138123437102,0.0,0.0,0.0
copmagnet,0.0,0.0,0.0,0.003993860092928368
copout,0.006649074953722529,0.0,0.0,0.004749862267381626
coppelia,0.0,0.0,0.012019689630816862,0.0
copper,0.005175595739601193,0.005243377161822349,0.059428129963421235,0.0041036115333568475
copperfield,0.0,0.0,0.006345911704330515,0.0
copperhead,0.0,0.0,0.007100696016401393,0.0
coppertop,0.0,0.0,0.0,0.006242138123437102
coppola,0.005908365259425925,0.0,0.0027817221766690283,0.0
copsjust,0.0,0.0,0.0026177545164372553,0.0
copter,0.004682763841299655,0.0,0.0,0.0
copul,0.0,0.0027253645030497777,0.0,0.0
copwho,0.0,0.0,0.0021725827411341967,0.0
copycat,0.0,0.0,0.0,0.0038687453111474423
copyright,0.0,0.004288577035951103,0.02124780206970467,0.0
copyy,0.0,0.006120813767296439,0.0,0.0
cor,0.02326248334828453,0.0,0.004338367017018647,0.0
cora,0.0,0.0,0.0032399827664671053,0.021810000723689073
coral,0.02292381207114845,0.007725940986889168,0.06024477481045948,0.003986276814270909
corazn,0.003936448354092523,0.0,0.0,0.0
corazon,0.0,0.0,0.0,0.02365565208093159
corbi,0.03301870179055327,0.0,0.0,0.0
corbin,0.010812562002657573,0.0,0.0,0.0
corcoran,0.0,0.0,0.027104304574410504,0.0
cord,0.010045036820916457,0.0030056919577653436,0.003800954004298192,0.005826580234914856
corden,0.0,0.0,0.01292404384380582,0.0
cordi,0.0,0.0,0.003528469112912065,0.0
cordial,0.0,0.00607945691751741,0.006038655193238769,0.0050001518162248815
cordjesu,0.0,0.0,0.0021725827411341967,0.0
cordoba,0.00826721266369925,0.0,0.0,0.009187917383731635
cordon,0.006838563915904492,0.0,0.0,0.003981397456263344
corduroy,0.0,0.0,0.004655075658941638,0.0
core,0.00770351777319655,0.02354249098299884,0.010734002078049674,0.0037168293915394736
corelli,0.0,0.01320401963636905,0.0,0.0
corellian,0.0,0.0,0.0,0.004811548790334634
corey,0.0,0.004587266836524426,0.0,0.00263087609296075
corfu,0.0,0.0,0.0,0.021395557933071886
cori,0.006588198082163217,0.0,0.0,0.0
coricidin,0.0,0.004587266836524426,0.0,0.0
corinthian,0.00479074374870777,0.003916960297685599,0.0,0.0
corintio,0.003936448354092523,0.0,0.0,0.0
cork,0.01424958680214488,0.005448371424349513,0.0,0.004000835250526832
corker,0.0,0.0,0.006009844815408431,0.0
corki,0.0,0.0,0.03654729613083967,0.0
corkscrew,0.0058156208370711325,0.005114206374076726,0.010921937629852087,0.004648204698559436
corkyd,0.0,0.0,0.006091216021806611,0.0
corleon,0.004844859512729258,0.0,0.0,0.1552330066478738
corli,0.2204411078291813,0.0,0.0,0.0
corn,0.003051156328584957,0.004329070718910066,0.002424446460245055,0.004016540015436704
cornbal,0.0,0.0,0.0032566273870465547,0.0
cornbread,0.0,0.0,0.004492380432630554,0.00792241178182143
corncob,0.0,0.0,0.0,0.005175281320088773
corncrib,0.0,0.0,0.006126767866291865,0.0
cornea,0.0,0.0,0.0,0.021869157522736236
cornel,0.0,0.0,0.0,0.00263087609296075
corneliu,0.004473236766014231,0.004037382927274382,0.0,0.0
corner,0.0060656704629301296,0.003633206922985749,0.0018362534208569018,0.0021637676762510565
cornerston,0.0,0.005369409519648795,0.0038683024057888835,0.0031241653603908907
cornery,0.0,0.00357047469758959,0.0,0.0
cornf,0.0,0.0,0.003221645711789277,0.0
cornfeed,0.0,0.0,0.0,0.04171071103674196
cornfieid,0.0058156208370711325,0.0,0.0,0.0
cornfield,0.0,0.0033331442806922612,0.0,0.0
cornflak,0.010775564356797324,0.0,0.0,0.0
corngold,0.0,0.0,0.0,0.008314610384881896
corni,0.003980569696457169,0.004037382927274382,0.0,0.0031241653603908907
cornpon,0.0,0.0,0.01347714129789166,0.0
cornrow,0.00510398489995789,0.0,0.0,0.0
cornucopia,0.0,0.004037382927274382,0.0,0.0
cornuto,0.0,0.0,0.0,0.0038033317430845627
cornwal,0.0,0.07221657914141892,0.004047761803694111,0.0
coro,0.003936448354092523,0.0,0.0,0.011827826040465795
coron,0.05698306934662934,0.011807575276820912,0.008852509982593963,0.0041764699420722305
corona,0.017002538481258114,0.004495586985401882,0.0,0.004924407636081342
coronado,0.0,0.004978907009128882,0.022255538397696242,0.0
coronari,0.0,0.007449222195798979,0.0,0.004540964215247322
corp,0.00712479340107244,0.003330074382167348,0.003398500050901913,0.06934214860986164
corpor,0.013770245697262722,0.003260583414049345,0.0024932410871151573,0.033122403122440434
corporalmi,0.0,0.0,0.0031729558521652575,0.0
corporationof,0.0,0.0,0.0021725827411341967,0.0
corporativo,0.003936448354092523,0.0,0.0,0.0
corps,0.005091074325856608,0.002852057297326189,0.002093734900679008,0.012956330329293097
corpsehaul,0.0,0.0,0.0,0.0026744447416339858
corpu,0.0037568164785442976,0.00368761196446585,0.0,0.0
corr,0.003936448354092523,0.0,0.0056335575729409984,0.0
corral,0.0,0.006502517617155559,0.0,0.0
correct,0.01531451318439085,0.0021603152631994413,0.007089403687805309,0.002460988510900927
correcta,0.007872896708185046,0.0,0.0,0.0
correctament,0.003936448354092523,0.0,0.0,0.0
correctamundo,0.0,0.0,0.0,0.0031241653603908907
correctiy,0.0,0.004143629846413182,0.0,0.0
correctli,0.010705204233136839,0.004153119071789079,0.003110115871166309,0.003775265260961301
correcto,0.011809345062277567,0.0,0.0,0.0
correl,0.0,0.0,0.0,0.004018043144077485
corren,0.003936448354092523,0.0,0.0,0.0
correo,0.007872896708185046,0.0,0.0,0.0
correremo,0.003936448354092523,0.0,0.0,0.0
correspond,0.0051380993780629144,0.0039046287801495602,0.0030037316890909067,0.003628468516360694
corrick,0.0030708519583364387,0.0,0.0,0.0
corridor,0.003520450289695279,0.0041104795024503316,0.005100750784452904,0.007774583486657474
corriendo,0.003936448354092523,0.0,0.0,0.0
corrigan,0.0,0.0,0.0,0.004084511910861242
corrobor,0.0,0.006279478929758759,0.00396369878322721,0.004605727350852992
corrod,0.004826296832603859,0.00561347358872374,0.0,0.0
corros,0.0,0.0,0.0,0.003402948349397858
corrupt,0.007272883795090111,0.006629414767579057,0.014648874391903474,0.0030978153669862195
corsair,0.0,0.012077310386477538,0.0,0.008442784673656886
corset,0.0,0.0,0.002898226569797359,0.023879876271272176
corstorphin,0.0,0.0,0.0043496666896049975,0.0
cortez,0.010812562002657573,0.0,0.00741851279923208,0.0
corval,0.0,0.0,0.0,0.008693329698479002
corvett,0.004473236766014231,0.0,0.005378580159306607,0.005378580159306607
corvusalbu,0.0,0.009208066325362625,0.0,0.0
cosa,0.04723738024911027,0.0,0.0,0.004157305192440948
coselow,0.010567646588167846,0.0,0.0,0.0
cosi,0.0,0.0,0.003930694380075801,0.012028262201691184
cosign,0.0,0.004037382927274382,0.0,0.003283638070291794
cosignatur,0.0,0.00470726260579076,0.0,0.0
cosmet,0.00379496965875971,0.0,0.004726113141642573,0.006033552406876309
cosmetolog,0.0,0.0,0.0,0.004682763841299655
cosmic,0.0052200031938662555,0.003837053563104694,0.003398500050901913,0.012365806347934626
cosmo,0.0,0.005270558465730574,0.005310554271962931,0.039534899430950496
cosmologyof,0.0,0.0,0.0021725827411341967,0.0
cosmopolitan,0.0,0.017239919798945357,0.0038709738853508918,0.0
cosmotini,0.00712479340107244,0.0,0.0,0.0
cosplay,0.0,0.0,0.0,0.004505234167773989
cossack,0.02350118420353745,0.0,0.0,0.010274579717044105
cossak,0.03986276814270909,0.0,0.0,0.0
cost,0.002368801185907566,0.005126844278277485,0.0018008543219006905,0.0017004807311357068
costa,0.0058156208370711325,0.0033147073837895284,0.004155055734609408,0.0047895949555498375
costar,0.0,0.0,0.003973701808547657,0.0
costconsci,0.0,0.006413765139050953,0.0,0.0
costello,0.0,0.0,0.0,0.15975440371713473
costigan,0.0,0.0,0.0,0.03993860092928368
costli,0.0036767760458540784,0.004495586985401882,0.0,0.0038919948187724008
costliest,0.0,0.0,0.0,0.00263087609296075
costner,0.0,0.008074765854548764,0.0,0.0
costum,0.006674846056328533,0.0035775841263132897,0.0029297748783806954,0.002659593248516094
cosworth,0.0,0.0,0.004334698806984195,0.0
cot,0.006014131100845592,0.0,0.004560693241526456,0.003638701943932769
cotati,0.0,0.0,0.004967127260684571,0.0047249192547247085
coteri,0.0,0.0,0.005014583890563723,0.0
cottag,0.0042136994148135555,0.029703308759092807,0.004193988778277223,0.011653160469829713
cotto,0.0,0.005369409519648795,0.0,0.0
cotton,0.004564470835495189,0.004022950864396516,0.0019505937170128061,0.0031854883303684477
cottonand,0.0,0.0,0.0031729558521652575,0.0
cottonuntil,0.0,0.0,0.0031729558521652575,0.0
cottonwood,0.03243768600797272,0.0,0.0,0.0
cou,0.006588198082163217,0.0,0.0,0.0
couch,0.004445019973027828,0.013040040665220406,0.0050642994595107614,0.0023529703429270503
couchoix,0.0,0.0,0.0,0.004460564707186995
couchpay,0.0,0.0,0.0,0.003512725803986635
couchread,0.0,0.0050306049253578565,0.0,0.0
couderc,0.0,0.0,0.0,0.00471430940609883
coueu,0.0,0.0,0.0,0.005618481147678891
cougar,0.004311669373836994,0.0,0.0,0.0
cough,0.003583057565353919,0.005125292170515099,0.03348371333279776,0.002512289481642585
coughfor,0.00384278057751558,0.0,0.0,0.0
coughlng,0.0,0.0,0.0,0.03192485269068519
couid,0.04658036165641074,0.03762944464255211,0.0,0.0
couidnt,0.040709345859497925,0.016574519385652728,0.0,0.0
could,0.007837589905415767,0.022412511455428212,0.0191466575578214,0.008277052598441859
coulda,0.0,0.01716074283128689,0.0,0.0031241653603908907
couldb,0.00768556115503116,0.0,0.0,0.0
couldget,0.0030708519583364387,0.0,0.0,0.0
couldhav,0.0030708519583364387,0.0,0.0031729558521652575,0.0
couldi,0.0,0.0,0.0021725827411341967,0.0
couldnot,0.0,0.0,0.005643653554254513,0.0
couldnt,0.004507101849337293,0.004130341571907956,0.006699822428773102,0.0015632919000470571
couldntrememb,0.0030708519583364387,0.0,0.0,0.0
couldnt…,0.02350118420353745,0.0,0.0,0.0
couldpay,0.0,0.00357047469758959,0.0,0.0
couldsend,0.0030708519583364387,0.0,0.0,0.0
couldst,0.0,0.0,0.0,0.004495586985401882
couldto,0.0,0.0,0.0031729558521652575,0.0
couldv,0.00933683728397773,0.026246118940259966,0.0037746231181828116,0.00256575989476333
couler,0.0,0.0,0.0,0.04171071103674196
coulomb,0.0,0.0,0.004055581047358684,0.0
coulson,0.0,0.0,0.03650022942622815,0.0
councii,0.0058156208370711325,0.0,0.0,0.0
council,0.01086405791811554,0.0039046287801495602,0.0036946781884791145,0.024617687881746175
councilman,0.0,0.02521848795414629,0.0070549656211303866,0.0
councilmen,0.0,0.0,0.004373831504547248,0.0
counsei,0.0,0.012430889539239546,0.0,0.0
counseior,0.0,0.008287259692826364,0.0,0.0
counsel,0.004845761179913959,0.010900849219874062,0.0033667052813078457,0.014585815072026555
counsellor,0.0,0.008176093509149334,0.004073943962838316,0.00471430940609883
counselor,0.006714624058153556,0.005204909987867795,0.0031295540953610985,0.003157841186278594
count,0.00228388944791558,0.006113059331829064,0.0015096228449791066,0.005405493613530476
countach,0.0165344253273985,0.0,0.0,0.0
countdown,0.009977027092948164,0.0,0.0047895949555498375,0.005603130471853369
counten,0.0,0.00589178425308516,0.0,0.005618481147678891
counter,0.004413050026012762,0.003459783161758922,0.0029297748783806954,0.011651746359222304
counteract,0.0,0.004037382927274382,0.004373831504547248,0.0
counterattack,0.004264263619870031,0.0,0.006883406957975996,0.03883274890126906
counterculturei,0.0,0.0,0.0021725827411341967,0.0
counterfeit,0.0,0.0042550778051390565,0.00426248683345102,0.0053129575222635944
counterintellig,0.0,0.0,0.0,0.0043021293487349975
counterintuit,0.004264263619870031,0.0,0.008459794985289506,0.0
counterpart,0.0,0.0,0.0,0.009623097580669268
counterproduct,0.006581313862641627,0.0,0.0,0.0
counterpunk,0.0,0.0,0.0021725827411341967,0.0
countershaft,0.0,0.0,0.0,0.04171071103674196
countersurveil,0.0,0.0,0.0,0.004682763841299655
countertop,0.0,0.0,0.005083387705042805,0.0
counterweight,0.0,0.0,0.008675368273482144,0.0
countess,0.0,0.0,0.00413665696382885,0.0050306049253578565
counti,0.01160487012185403,0.06462089318548149,0.0022934618701347543,0.009684482513843061
countin,0.0,0.00357047469758959,0.0,0.00426248683345102
countless,0.005433338639372965,0.004351217638393245,0.003588478314616927,0.0032504908271043494
countof,0.0,0.00357047469758959,0.0,0.0
countpossess,0.0,0.004143629846413182,0.0,0.0
countri,0.0024702442475813707,0.005383571161948128,0.0015810794902108806,0.011156199613448126
countryd,0.0,0.0,0.005623497648703604,0.0
countryman,0.0,0.006310939245038112,0.0,0.0
countrymen,0.0,0.0,0.006280302729398422,0.004760229457314728
countrysid,0.005225556388753347,0.021831237335883512,0.0027817221766690283,0.002380114728657364
countrystyl,0.004760632930119453,0.0,0.0,0.0
countrywestern,0.0,0.0,0.0,0.0031241653603908907
countywid,0.006368369430281129,0.0,0.0,0.0
coup,0.008378430771282648,0.0233170631295064,0.0034604276414124985,0.00429384565395049
coupi,0.010351191479202385,0.008287259692826364,0.0,0.0
coupl,0.006227303221405171,0.0038208620128816163,0.0023305384348457137,0.001433937187123569
coupleof,0.00384278057751558,0.0,0.0021725827411341967,0.0
coupler,0.0,0.0,0.0,0.005175281320088773
couplet,0.0,0.0,0.0,0.004703747099737145
coupol,0.004540964215247322,0.0,0.0,0.0
coupon,0.0,0.005369409519648795,0.00272738645498509,0.017332350259599758
courag,0.0034063173827059575,0.004165043115366388,0.00508230560685108,0.01370487510181718
couragecom,0.0,0.0,0.0031729558521652575,0.0
couric,0.004844859512729258,0.0,0.0,0.0
courier,0.0,0.004742708860352437,0.007947403617095315,0.0033656145611052892
cours,0.00419186528527337,0.005400708406234927,0.01057993502760058,0.009688718898597784
courseh,0.006381273927606927,0.0,0.0,0.0
courseil,0.00384278057751558,0.0,0.0,0.0
coursework,0.0036767760458540784,0.0,0.0,0.0
coursey,0.00768556115503116,0.0,0.0,0.0
courseyour,0.0030708519583364387,0.0,0.0,0.0
court,0.004187326180888665,0.0031755379594383126,0.004668373654050018,0.008894193596169336
courtappoint,0.0,0.0,0.0,0.0050588894510425995
courteou,0.008522756923610333,0.0035701720929860454,0.0,0.0037273871526020985
courteous,0.0,0.0,0.0,0.004607401145975154
courtesi,0.004991893298199337,0.004445269688170268,0.008784713250136416,0.00294626411991367
courthous,0.012170661577870601,0.0,0.005669745410053126,0.0
courtim,0.0,0.004143629846413182,0.0,0.0
courtland,0.0,0.0,0.0,0.00263087609296075
courtmarti,0.005383177236365843,0.0,0.004560693241526456,0.004291860785595783
courtney,0.0,0.11809345062277568,0.0,0.011761563709706884
courtord,0.0,0.0,0.0,0.003993860092928368
courtroom,0.004775070027708898,0.005321801739358771,0.03151780398318571,0.0032577898334526377
courtship,0.004473236766014231,0.0,0.0032566273870465547,0.0
courtthat,0.00384278057751558,0.0,0.0,0.0
courtwith,0.0,0.004143629846413182,0.0,0.0
courtwithout,0.00384278057751558,0.0,0.0,0.0
courtyard,0.0,0.0064072404542706365,0.0,0.0029171630144053107
courvoisi,0.0,0.012932889869708494,0.0,0.0
cous,0.0,0.0,0.0026177545164372553,0.0
cousin,0.01208082320046558,0.005125292170515099,0.0031763321119894195,0.005266211567301353
coust,0.0,0.0,0.0,0.06522998423352397
couta,0.0,0.0,0.004822601352640151,0.0
cove,0.0,0.005842365256044863,0.008095523607388222,0.0
coven,0.0,0.0037325402776809623,0.004055932198034265,0.03419281957952246
covent,0.0,0.0,0.03004922407704216,0.0
cover,0.007514984397420886,0.001985122860971954,0.004781228405763483,0.007378370954317443
coverag,0.01331394343465105,0.004265730735150754,0.002891621538634819,0.007736604811577767
covert,0.006700337623987273,0.005053163340991183,0.0031122544064342544,0.0
coverup,0.007021535525694578,0.0,0.004073943962838316,0.003273553724817067
covet,0.0055257227182570956,0.00490905484532193,0.0,0.03160445990382527
cow,0.00426649631857501,0.010044810952445173,0.006468949847650138,0.008738809769416727
cowabunga,0.0,0.006217489996592335,0.0,0.0
coward,0.0038860778727613605,0.004715500777348563,0.00231461586430752,0.002210081458269696
cowardic,0.0,0.0,0.003528469112912065,0.005410395932420938
cowardli,0.009221548120860961,0.003432437345981685,0.009501011615915177,0.004460564707186995
cowbel,0.0,0.0,0.0044167723468078795,0.0
cowboy,0.02387535013854449,0.03932016097039135,0.0025253692456402885,0.050246983494359625
cowen,0.0,0.017605359515158733,0.0,0.0
cower,0.006112508381666403,0.0,0.0041398925779298785,0.0
cowgirl,0.0,0.0,0.01613574047791982,0.014359957777937042
cowheel,0.0,0.005992690167981005,0.0,0.0
cowhid,0.0,0.0,0.0,0.003986276814270909
cowl,0.0,0.0,0.004373831504547248,0.0038079306931971197
cowork,0.02987830589545891,0.0,0.0,0.004460564707186995
cowper,0.01614953170909753,0.0,0.0,0.0
cowpok,0.0,0.0,0.004668878700183866,0.0
cowrit,0.0,0.0,0.00430801461460194,0.0
coy,0.005387782178398662,0.005369409519648795,0.0,0.004689737428554011
coyot,0.0,0.010443934872120468,0.0047866525926456805,0.005378580159306607
coz,0.0,0.009381037968180907,0.016351273829811094,0.0
cozi,0.004000018734062008,0.006688747238649275,0.004315985498586395,0.00875583423427477
cozzer,0.0,0.0,0.009749717285678075,0.0
cp,0.0,0.006540308791846351,0.0,0.00803608628815497
cpa,0.0,0.004818911527580747,0.0,0.006254535617227444
cpd,0.0,0.0,0.0,0.013842455750655024
cpk,0.0,0.0,0.0,0.006921227875327512
cpm,0.0,0.0,0.0021725827411341967,0.0
cpo,0.0,0.0,0.01258405068241366,0.004787942060662916
cpod,0.0,0.0,0.0,0.01424958680214488
cpr,0.004811304880676473,0.0,0.004316872766653898,0.005467289380684059
cpu,0.003520450289695279,0.0,0.004100467035513044,0.005175281320088773
cq,0.004473236766014231,0.0,0.0,0.0
cr,0.0,0.0027253645030497777,0.006061903143934588,0.0
cra,0.006686111854084964,0.0,0.0,0.0
crab,0.011951322358183565,0.002927261091514502,0.0069809619664227334,0.003628468516360694
crabb,0.0,0.0,0.026330758221354666,0.0
crabbin,0.0,0.0,0.030309515719672935,0.0
crabbrobinson,0.0,0.023432985727374966,0.0,0.0
crabmeat,0.0,0.0,0.0,0.005467289380684059
crabsgot,0.0,0.0,0.0,0.004822601352640151
crabslik,0.0,0.00357047469758959,0.0,0.0
crabwel,0.006588198082163217,0.0,0.0,0.0
crack,0.008880525297568217,0.004865018713278903,0.0014488907742958108,0.0021858280419419698
cracker,0.005281745167127039,0.023061140870554678,0.0077860594230639065,0.0038272253905052927
crackerjack,0.0,0.004447964241912455,0.0,0.0
crackhead,0.0,0.004037382927274382,0.0056335575729409984,0.0
crackhous,0.0,0.0,0.005788894638371357,0.0
crackin,0.005328525690818982,0.0,0.0,0.0
crackl,0.02540572513622114,0.021082233862922295,0.005013569039345342,0.004221392336828443
crackpot,0.0,0.0,0.004648204698559436,0.0
craddock,0.021551128713594648,0.0,0.0,0.0
cradl,0.004844859512729258,0.0,0.007518672281674167,0.007251190408781491
craft,0.00421632876002416,0.005374084550324153,0.009519424429124314,0.015879384715823747
crafti,0.0058156208370711325,0.0,0.006103020704019415,0.0
craftsman,0.0,0.010747981854177536,0.0009357179269867831,0.0
craftsmanship,0.0,0.0054845109451938275,0.004340673581356331,0.0
craftsmen,0.004826296832603859,0.0,0.0,0.004924407636081342
craggi,0.0,0.0,0.006517748223402591,0.0
cragi,0.0,0.15519467843650192,0.0,0.0
craig,0.011461906035574225,0.006451246994888247,0.0043496666896049975,0.006370976660736895
craigi,0.0,0.0,0.0043496666896049975,0.0
craigslist,0.0,0.0,0.003221645711789277,0.0
crait,0.0,0.0,0.00629202534120683,0.0
cram,0.00476163468670323,0.012621878490076224,0.0023984038128460027,0.005305424048139479
cramp,0.016163346535195987,0.003216672303583142,0.021810000723689073,0.0
crampton,0.0,0.11781731628772633,0.0,0.0
cranberri,0.0,0.006304621988536573,0.007281291753234724,0.011981580278785105
crane,0.02183125603656165,0.019589324049563893,0.057427595230806774,0.006707982051665144
crank,0.003554874491367654,0.0033119140623439026,0.003427543460609602,0.00486559911978133
cranki,0.011714044275837183,0.00443096457390363,0.0,0.0035520723612091835
cranston,0.0,0.030039669474791905,0.0,0.0
crap,0.0029252752005595466,0.016757422349515473,0.002329082213459442,0.002400654875142007
crapit,0.0,0.004447964241912455,0.0,0.0
crapper,0.011631241674142265,0.004495586985401882,0.0,0.0
crappi,0.031053574437607156,0.00612586905572469,0.0036255952043907453,0.0064998115237853826
crapsack,0.0,0.0,0.0,0.0047249192547247085
crash,0.0026783377993133827,0.006070368121957641,0.002098151020377194,0.006239834461458602
crasher,0.0,0.0,0.004604033162681312,0.0
crashin,0.0,0.0,0.0,0.003512725803986635
crashland,0.0,0.0,0.005378580159306607,0.0047866525926456805
crashlng,0.0,0.0,0.0,0.004560693241526456
craskin,0.0,0.0,0.0026177545164372553,0.0
crasquin,0.0057309530177871125,0.0,0.0,0.0
crass,0.0,0.006144699869802962,0.004775070027708898,0.004593958691865818
crassi,0.026325255450566507,0.0,0.0,0.0
crassu,0.0,0.0,0.0,0.005694681163244155
crast,0.0,0.0,0.0,0.015945107257083636
craster,0.0,0.0,0.21635441335470354,0.0
crate,0.005465792477804088,0.004289976423954713,0.0034111270871028795,0.004171569431361483
crater,0.01530073754136877,0.018707873365984267,0.004668878700183866,0.002971406498171062
crave,0.005826836305371467,0.0033147073837895284,0.003761120218551414,0.004317568558115963
cravenli,0.0,0.0,0.0,0.004607401145975154
crawfish,0.0,0.006794145679985566,0.0,0.0
crawford,0.0,0.00607945691751741,0.00830912581338791,0.0075592315387566986
crawl,0.003073640210426147,0.0025165800459016814,0.003295885501597555,0.0029796656857368257
crawley,0.0,0.0,0.04047761803694111,0.0
crawli,0.005387782178398662,0.005699834720857951,0.0,0.0
crawlin,0.0,0.0,0.0032399827664671053,0.0
crawlingwith,0.0,0.00357047469758959,0.0,0.0
crawlon,0.0,0.0,0.0031729558521652575,0.0
craxi,0.0,0.0,0.02058273649198705,0.0
crayon,0.008085131407635476,0.006479750377107033,0.004229897492644753,0.0
craze,0.0,0.0046905189840904535,0.00502872831516434,0.003954929956061309
