,Malas,Regulares,Buenas,Excelentes
abort,0.00867082613491288,0.00877202975842345,0.005286222608922137,0.002702549416777509
abortionlast,0.0,0.00357047469758959,0.0,0.0
abou,0.0,0.0,0.0,0.06518310340541306
abound,0.0,0.00692884198740158,0.0072897191742454116,0.0
abounti,0.012283407833345755,0.0,0.0,0.0
abouta,0.0,0.0,0.0021725827411341967,0.0
aboutandi,0.0,0.0,0.0031195232127528656,0.0
aboutcrab,0.0,0.00357047469758959,0.0,0.0
aboutdi,0.0,0.0,0.0021725827411341967,0.0
aboutdidnt,0.0,0.0,0.0021725827411341967,0.0
abouthir,0.006381273927606927,0.0,0.0,0.0
abouthuh,0.0,0.00357047469758959,0.0,0.0
abouti,0.0,0.0,0.004345165482268393,0.0
aboutjail,0.0,0.0,0.0031195232127528656,0.0
aboutkick,0.0030708519583364387,0.0,0.0,0.0
aboutlf,0.0,0.0,0.0031729558521652575,0.0
aboutmi,0.0030708519583364387,0.0,0.0,0.0
aboutput,0.0,0.0,0.0021725827411341967,0.0
aboutserg,0.0030708519583364387,0.0,0.0,0.0
aboutth,0.0030708519583364387,0.0,0.004345165482268393,0.0
abouttheirchiidren,0.0,0.004143629846413182,0.0,0.0
aboutther,0.0,0.0,0.0021725827411341967,0.0
aboutwhat,0.0,0.004143629846413182,0.0,0.0
abouty,0.00826721266369925,0.0,0.0031195232127528656,0.0
aboutyour,0.0061417039166728775,0.0,0.0,0.0
aboutyourself,0.0030708519583364387,0.0,0.0,0.0
abov,0.005356675598626765,0.0033877244682946487,0.0030176629943908036,0.008894193596169336
aboveboard,0.0,0.0056107809669550465,0.0,0.0
abra,0.0,0.0,0.18073432443137843,0.0
abracadabra,0.0,0.006298317366548036,0.0041398925779298785,0.004689737428554011
abrafuckingcadabra,0.0,0.0,0.0,0.003993860092928368
abraham,0.003936448354092523,0.024665215339881592,0.009575093577832644,0.0065902472469961055
abram,0.0,0.0,0.003973701808547657,0.0
abran,0.003936448354092523,0.0,0.0,0.0
abraxi,0.0,0.01581167539719172,0.0,0.0
abreuv,0.0,0.0,0.0,0.004454255563329588
abrigo,0.007872896708185046,0.0,0.0,0.0
abrir,0.007872896708185046,0.0,0.0,0.0
abroad,0.009436313444424397,0.006368285459742716,0.004684418989081016,0.006065820768582065
abrupt,0.0057309530177871125,0.00941452521158152,0.004047761803694111,0.0
abruzzo,0.0,0.010747981854177536,0.0,0.0
abscess,0.0,0.0,0.0043496666896049975,0.0
abscond,0.0,0.0,0.0,0.004454255563329588
absenc,0.020317152795316245,0.008105648523808823,0.003427040226098845,0.0050072865525777575
absenceim,0.0,0.0,0.0021725827411341967,0.0
absent,0.0,0.005448371424349513,0.01013587734479518,0.008200687909272995
absente,0.0,0.0,0.0037593361408370836,0.004157305192440948
absentmind,0.0,0.0,0.0,0.013147389021082312
absentnot,0.0,0.0,0.0,0.05318241443406062
absitzen,0.0,0.0,0.0,0.0036896996874915267
absofuckinglut,0.0,0.004082425481418858,0.0,0.0
absoiuteiy,0.0,0.004143629846413182,0.0,0.0
absolut,0.05353463993719749,0.0020332100026165196,0.0026439175987365425,0.0015346898403526012
absolutelyi,0.0,0.00561347358872374,0.0,0.0
absolutli,0.0,0.0,0.0026177545164372553,0.0
absolv,0.0,0.0,0.004087818457452774,0.023821170070151425
absorb,0.0,0.004590638972963221,0.0034111270871028795,0.004195486666158751
absorpt,0.006714624058153556,0.0,0.0,0.0
abstain,0.0,0.005699834720857951,0.0,0.004291860785595783
abstin,0.0,0.010145104409028221,0.0,0.0
abstract,0.01730306968831878,0.006451246994888247,0.010476235885587496,0.004505234167773989
absurd,0.010820491047955237,0.004445269688170268,0.003160279030378669,0.0033656145611052892
abtreten,0.0,0.0,0.0,0.0036896996874915267
abu,0.12371694827147928,0.0,0.045700579474794695,0.024530285277847227
abubu,0.0,0.0,0.020058335562254892,0.0
abuelita,0.0,0.0,0.0,0.03548347812139739
abuja,0.005505522173555976,0.0,0.0,0.0
abukesu,0.0,0.0,0.005674159789682916,0.0
abund,0.010200491694245846,0.0,0.0075883341765639,0.006242138123437102
abundantli,0.0,0.0,0.0,0.005120583224835802
abus,0.007772155745522721,0.005681605380553047,0.005851781151038419,0.002659593248516094
abut,0.0,0.005279394272043618,0.003973701808547657,0.0
abuzz,0.0,0.004455620179640773,0.0,0.0
abysm,0.0,0.0,0.005669052535146747,0.004084511910861242
abyss,0.009221548120860961,0.0,0.004055581047358684,0.010455171068123178
abyssinia,0.0,0.0,0.0050046162374893675,0.0
abyssinian,0.0,0.004742708860352437,0.0,0.0
abyssopelag,0.0,0.0,0.005476797710041771,0.0
abοut,0.0,0.0,0.0,0.015532225318244233
ac,0.004899624288451129,0.0,0.004604033162681312,0.00792241178182143
aca,0.0,0.0,0.0,0.005913913020232898
acaba,0.003936448354092523,0.0,0.0,0.0
academ,0.010306650303032561,0.0048487631366679,0.006602085024720956,0.005720542567255255
academi,0.004023712408321412,0.004967127260684571,0.0031447883662735986,0.006500981654208699
academia,0.0,0.004037382927274382,0.0,0.0
acapulco,0.013872945741295235,0.004495586985401882,0.0,0.005720542567255255
acc,0.0,0.0,0.005049702870259542,0.0
accedan,0.003936448354092523,0.0,0.0,0.0
acceler,0.004647055950558906,0.005447201346927203,0.0030225069733869764,0.005293128238607917
accent,0.003051156328584957,0.003506083515651782,0.005995749691830142,0.0033509707297919213
accentu,0.00747131360207359,0.0,0.0,0.0031241653603908907
accept,0.0026669895692097933,0.003655457170970262,0.0016895581537874243,0.0018593666022413545
acceptabi,0.0,0.004143629846413182,0.0,0.0
acceptedthat,0.004540964215247322,0.0,0.0,0.0
access,0.0029743382167311764,0.0035083988848828166,0.0023519293365437347,0.002328318524932443
accessori,0.006175421707695875,0.007008788421694972,0.009640869490536106,0.017761588652023663
accessoryin,0.0,0.0,0.0021725827411341967,0.0
accesswgbhorg,0.00712479340107244,0.0,0.0,0.0
accid,0.005219263224938291,0.002086183657729709,0.0018477300047372574,0.007238339891259314
accident,0.014245767336657335,0.0050800427455188904,0.002424446460245055,0.005182894133744719
accidentallik,0.0,0.0,0.0,0.004641353991560823
accio,0.0,0.0,0.014467804057920452,0.0
accion,0.007872896708185046,0.0,0.0,0.0
acclaim,0.009903014727276787,0.0,0.005231160603445213,0.0
acclim,0.021135293176335692,0.0,0.0,0.0
accommod,0.004445019973027828,0.003420858603868373,0.005378580159306607,0.0032577898334526377
accompani,0.0063406902556426385,0.0036391364694755217,0.0027575792088019263,0.0027359765401220497
accompanist,0.005767689896106261,0.0,0.0,0.0
accomplic,0.0056789971489241056,0.004570829712749947,0.002867094724290584,0.0031854883303684477
accomplish,0.005203877479584274,0.009780030498915302,0.0027575792088019263,0.0026331057836506766
accomplishedth,0.0,0.0,0.0021725827411341967,0.0
accord,0.004047441340441653,0.01362560496157245,0.0021827626988398115,0.0017788387192338672
accordingiy,0.0,0.004143629846413182,0.0,0.0
accordingli,0.00438573482627513,0.006050256836261322,0.004338367017018647,0.0050001518162248815
accordingtohoyl,0.0,0.0,0.0,0.0031241653603908907
accordion,0.0,0.003958453521178031,0.0047249192547247085,0.0034549190162084676
account,0.0025029191760189335,0.006351419392661313,0.0020227891901736113,0.003086562674636735
accountableto,0.0,0.0,0.0021725827411341967,0.0
accoutr,0.0,0.0,0.003528469112912065,0.0
accredit,0.004811304880676473,0.0037246110978994894,0.003528469112912065,0.0
accru,0.0053016139449057545,0.0,0.0,0.0
accumul,0.005100245847122923,0.00470726260579076,0.004338367017018647,0.004291860785595783
accur,0.0037183818034210434,0.006169578229097284,0.0030037316890909067,0.0030407778561050165
accuraci,0.0,0.00695430544167257,0.006487465493041773,0.00712479340107244
accurateiy,0.0,0.004143629846413182,0.0,0.0
accurs,0.0,0.0,0.0,0.004221392336828443
accus,0.0039638435912090104,0.003195860294264435,0.003234474923825069,0.0022053238116989107
accustom,0.0,0.004985335645138952,0.003140151364699211,0.0
accustomed—,0.0,0.0,0.0,0.0031241653603908907
ace,0.004914457903293328,0.0036878542531260084,0.0030266367448057692,0.0027359765401220497
aceton,0.0,0.0,0.004116547298397409,0.0
acetylen,0.0,0.0,0.006038655193238769,0.0
aceydeucey,0.0,0.0,0.00396369878322721,0.0
ach,0.005284253127926756,0.007012167031303564,0.005080674066877093,0.003887291743328737
achang,0.0,0.0,0.005842594959692056,0.0
acherontia,0.0,0.0,0.0,0.00451492284340361
achiev,0.00727157829582164,0.004635420270944305,0.004782752273970767,0.0024063452851513585
achil,0.006588198082163217,0.00714094939517918,0.0,0.0
achild,0.0,0.005279394272043618,0.0,0.0
achin,0.0,0.0,0.0,0.005132939730758326
achm,0.0,0.0,0.015043751671691169,0.0
achromatopsia,0.0,0.0,0.006342716381216552,0.0
achtung,0.0,0.0,0.003973701808547657,0.0
acid,0.00458932487014998,0.005053163340991183,0.00309906814222596,0.003590259918923381
acidbear,0.0,0.0,0.0043496666896049975,0.0
aciv,0.0,0.0,0.0072897191742454116,0.0
ackbar,0.0,0.0,0.0,0.006786979920849177
acker,0.0,0.0,0.004116547298397409,0.0
ackerman,0.0,0.0,0.003973701808547657,0.016694475609793275
acki,0.0,0.0,0.01258405068241366,0.0
acknowiedg,0.0,0.004143629846413182,0.0,0.0
acknowleah,0.0,0.006355517019725566,0.0,0.0
acknowledg,0.005956610187022414,0.0035823194732273306,0.0027575792088019263,0.007842692425158261
ackroyd,0.0,0.0,0.0034971223578834187,0.0
aclear,0.0030708519583364387,0.0,0.0,0.0
acm,0.0,0.0,0.004055581047358684,0.0
acneback,0.0,0.0,0.0027817221766690283,0.0
acolo,0.0,0.0,0.006038655193238769,0.0
acolyt,0.0,0.0,0.0,0.004084511910861242
acomin,0.0,0.0,0.006345911704330515,0.0
aconfidenti,0.00826721266369925,0.0,0.0,0.0
acord,0.003936448354092523,0.0,0.0,0.0
acorn,0.0,0.0,0.006103020704019415,0.0032951236234980527
acoust,0.006553920256553629,0.003951143676200553,0.003958453521178031,0.00792241178182143
acp,0.0,0.0,0.006038655193238769,0.0
acquaint,0.006472482893750684,0.005088204453116398,0.008794638317361141,0.0036590954886025558
acquiant,0.0,0.0,0.0026177545164372553,0.0
acquiesc,0.0,0.0,0.03661812422411649,0.0
acquir,0.003520450289695279,0.005754794852143832,0.0030037316890909067,0.002659593248516094
acquisit,0.00379496965875971,0.005204909987867795,0.0,0.005603130471853369
acquit,0.0,0.008802679757579366,0.0,0.0
acquitt,0.0,0.0027253645030497777,0.0,0.009004289455402558
acquittai,0.0,0.004143629846413182,0.0,0.0
acr,0.0,0.016060659558705132,0.009448623585116243,0.0025530265100977894
acrat,0.0030708519583364387,0.0,0.0,0.0
acrobat,0.004775070027708898,0.00682374579257642,0.0030056098716068945,0.0
acroma,0.006242138123437102,0.0,0.0,0.0
acronym,0.0,0.0,0.003862970493444584,0.0
acrophobia,0.0,0.0,0.0,0.02984984533909022
across,0.01357434828591797,0.0023470737588679584,0.0015096228449791066,0.002006163346841962
acrossth,0.005465792477804088,0.0,0.0,0.0
acrossthat,0.0030708519583364387,0.0,0.0,0.0
acrossto,0.0030708519583364387,0.0,0.0,0.0
act,0.005189419351170976,0.00482926359467556,0.005031227276653077,0.005549764677531426
actin,0.005328525690818982,0.004978907009128882,0.006345911704330515,0.01915837982219935
action,0.007322545463903473,0.002629884280976628,0.0029879839924385875,0.004201993417768278
activ,0.008259077029673103,0.01266571464235492,0.0061410204065690125,0.008859875450800334
actividad,0.003936448354092523,0.0,0.0,0.0
activist,0.021106961684142212,0.0,0.0034971223578834187,0.0
activitiesof,0.0,0.0,0.0021725827411341967,0.0
actof,0.0,0.0,0.0021725827411341967,0.0
acton,0.0,0.006144699869802962,0.0,0.0
actor,0.011335437704834184,0.011606137262658257,0.002997874845915071,0.0026174964498803847
actress,0.005863148730113066,0.02222634844085134,0.0033807636138934597,0.006612658032708779
actuaiiy,0.02326248334828453,0.0147504478578634,0.0,0.0
actuaili,0.009652593665207718,0.0,0.0,0.0
actual,0.001810010836499237,0.003323376806560906,0.014346512500841478,0.0052836799574268725
actualiy,0.014478890497811578,0.006838563915904492,0.0,0.0
actuallyawar,0.0030708519583364387,0.0,0.0,0.0
actuari,0.0,0.0,0.0,0.004346664849239501
acu,0.0,0.0,0.01820322938308681,0.0
acuiti,0.0,0.0,0.004668878700183866,0.0
acumen,0.0,0.0,0.0,0.00451492284340361
acura,0.0,0.0,0.0,0.0031241653603908907
acut,0.004775070027708898,0.0,0.0032566273870465547,0.0053129575222635944
ad,0.00334800555191748,0.0031654498589383895,0.005508519528827156,0.0030327928587217706
ada,0.0,0.0,0.0,0.007383724931474837
adalbert,0.0,0.0,0.0,0.0036896996874915267
adam,0.005833756538513238,0.08227493482949905,0.01164631007555059,0.006315682372557188
adama,0.0,0.0,0.0,0.010906177258091837
adamantin,0.0,0.0,0.0021725827411341967,0.0
adamantium,0.0,0.0,0.011267115145881997,0.0
adapt,0.008939077352917464,0.006361936733886906,0.0056641667515031895,0.004317568558115963
adaptedfortelevis,0.0,0.0,0.0021725827411341967,0.0
adaptor,0.0,0.0,0.004340673581356331,0.0
add,0.005866785718092364,0.002997494829145174,0.004491090308936665,0.001997043801348791
addenda,0.0,0.0,0.005014583890563723,0.0
addi,0.0,0.0,0.10621108543925861,0.0
addict,0.005678639312633696,0.003169997973410578,0.004473010319920577,0.003732767768004051
addio,0.0,0.0,0.0,0.0036997823009822387
addison,0.0,0.0,0.004655075658941638,0.0
addit,0.0038414891593051403,0.002664788015051035,0.0028333618702942923,0.003998934431154693
additionai,0.0,0.004143629846413182,0.0,0.0
addlep,0.0,0.0,0.005014583890563723,0.0
addley,0.0,0.0,0.0,0.003991329129624865
address,0.003922310086691266,0.0021700362801759846,0.0020721052453717788,0.0035952747625575556
addresse,0.0,0.0,0.0,0.00476163468670323
adelaid,0.030713261293085433,0.004689737428554011,0.006860912163995683,0.0
adelant,0.003936448354092523,0.0,0.0,0.0
adelantando,0.003936448354092523,0.0,0.0,0.0
adenin,0.0,0.0,0.0045508073457717025,0.0
adenoid,0.0,0.0,0.0,0.02462203818040671
adentro,0.007872896708185046,0.0,0.0,0.0
adenuga,0.005505522173555976,0.0,0.0,0.0
adept,0.004221392336828443,0.0,0.0025804987979552987,0.0
adequ,0.0,0.00368761196446585,0.0033899399623382653,0.004149684988324109
aderezo,0.003936448354092523,0.0,0.0,0.0
aderol,0.0,0.004587266836524426,0.0,0.0
adhd,0.0,0.0,0.004224223585880641,0.0
adher,0.0,0.0047932400049832844,0.003091266837903176,0.004607401145975154
adhes,0.0,0.0,0.004874858642839037,0.004346664849239501
adi,0.0,0.003074929082128875,0.00396369878322721,0.0
adida,0.004775070027708898,0.0,0.0,0.0
adieu,0.009903014727276787,0.0,0.0032399827664671053,0.004126884521355295
adin,0.02763766762502795,0.0,0.0,0.0
adinsheridan,0.0030708519583364387,0.0,0.0,0.0
adio,0.005696311164622045,0.0056617880666546385,0.0,0.00427255963671317
adit,0.0,0.0,0.0,0.015194975552588747
adivina,0.011809345062277567,0.0,0.0,0.0
adjac,0.006544273422052647,0.0,0.0,0.0
adject,0.0,0.004265730735150754,0.004073943962838316,0.00534334622115166
adjoin,0.0,0.00682374579257642,0.004775070027708898,0.0
adjourn,0.0,0.003420858603868373,0.005080674066877093,0.018570975445853104
adjunct,0.0,0.0,0.003140151364699211,0.0
adjust,0.00881687737694504,0.0041875728946531516,0.0032988737444111125,0.004639245236664952
adjut,0.0,0.0,0.004655075658941638,0.003991329129624865
adlib,0.0,0.0,0.0,0.004505234167773989
admin,0.005505522173555976,0.0,0.0,0.004560693241526456
administ,0.004444192374256348,0.0,0.0033899399623382653,0.002171973716741824
administr,0.004138463772386528,0.012747464546958857,0.009434365098820797,0.0035915488892722526
administracin,0.007872896708185046,0.0,0.0,0.0
admir,0.00929953013426716,0.0022892754555244262,0.002849390225782781,0.002659086226243193
admiredyour,0.0,0.0,0.0031729558521652575,0.0
admiss,0.004947193456300169,0.0038568997958040637,0.0034604276414124985,0.0028801470848365696
admit,0.002714869657183594,0.002092092460072493,0.004346672322887433,0.005125983891864572
admitirlo,0.003936448354092523,0.0,0.0,0.0
admito,0.003936448354092523,0.0,0.0,0.0
admitt,0.0,0.0,0.004560693241526456,0.0
admittedli,0.0,0.00490905484532193,0.004204928871708996,0.004084511910861242
admonish,0.0,0.0033147073837895284,0.0,0.0
admonit,0.0,0.0,0.0,0.010906177258091837
adn,0.03936448354092523,0.0,0.0,0.0
ado,0.0,0.0,0.004775070027708898,0.005233585607832019
adob,0.0,0.0,0.005266151644270934,0.0
adobemarbl,0.004473236766014231,0.0,0.0,0.0
adoif,0.011631241674142265,0.004143629846413182,0.0,0.0
adolesc,0.0,0.007597487776294373,0.0036849384886932833,0.014058744121759009
adolf,0.006693217180178571,0.00897196206060974,0.01873105536519862,0.0032951236234980527
adolph,0.0,0.0,0.0,0.0034549190162084676
adolphu,0.0,0.0,0.003528469112912065,0.0
adon,0.0,0.0,0.0,0.004764234014030285
adonai,0.0,0.10766354472731687,0.0,0.0
adopt,0.01786544260582748,0.005158283227848114,0.0020977456722311083,0.01091559074998241
ador,0.009588710540110299,0.007683815681704999,0.0029975485923135715,0.0037555794773001987
adoracin,0.003936448354092523,0.0,0.0,0.0
adoramo,0.003936448354092523,0.0,0.0,0.0
adoran,0.003936448354092523,0.0,0.0,0.0
adorar,0.007872896708185046,0.0,0.0,0.0
adoringli,0.0,0.0,0.0,0.003512725803986635
adork,0.00747131360207359,0.0,0.0,0.0
adorn,0.009221548120860961,0.0,0.0,0.0
adornada,0.003936448354092523,0.0,0.0,0.0
adrenalin,0.006700337623987273,0.0,0.0026177545164372553,0.009372496081172672
adress,0.0,0.0,0.0,0.0036896996874915267
adrian,0.0074801868961378104,0.0,0.07901114975956318,0.003991329129624865
adriani,0.0,0.0,0.0,0.010803288793392858
adriat,0.0,0.006235957788661422,0.0,0.0
adrien,0.0,0.0,0.0,0.013381694121560985
adrift,0.0,0.017691902715022575,0.0,0.007597487776294373
adroitli,0.0,0.0,0.0032566273870465547,0.0
aduit,0.004826296832603859,0.0,0.0,0.0
adult,0.0061996867561781065,0.009080049719436174,0.00278758093330412,0.0027359765401220497
adulteress,0.0,0.006615879586710122,0.0,0.0
adulteri,0.011167229373312122,0.006032140461577642,0.0,0.0
adultesc,0.006721790145728961,0.0,0.0,0.0
adulthood,0.0,0.0,0.004229897492644753,0.0
adulto,0.003936448354092523,0.0,0.0,0.0
adultsno,0.0,0.00561347358872374,0.0,0.0
adulttyp,0.0,0.0,0.004229897492644753,0.0
adunni,0.05505522173555976,0.0,0.0,0.0
advanc,0.004263975255873903,0.006498221113929098,0.0035975872472702028,0.0019880112978370194
advancedso,0.0,0.0,0.0021725827411341967,0.0
advantag,0.00363578914791082,0.0034422503983181463,0.00231461586430752,0.00254655648197978
advent,0.0055257227182570956,0.0,0.005231160603445213,0.0
adventur,0.0036213526393718463,0.007864032194078269,0.008497651620369643,0.002555905306139435
adverb,0.0,0.0,0.0,0.007597487776294373
advers,0.004899624288451129,0.005448371424349513,0.004782321462830703,0.007050528535834077
adversari,0.0,0.0,0.007947403617095315,0.006838563915904492
advert,0.0,0.0,0.004874858642839037,0.0
advertis,0.004844859512729258,0.003710492086524061,0.004024539533962792,0.003945400004359957
advertiseon,0.0,0.0,0.0021725827411341967,0.0
advic,0.004287475431776627,0.0021980310790005965,0.003231059756397422,0.0018788067346860449
advis,0.0034298131103467733,0.008094262083970693,0.0026180701325992286,0.00294626411991367
advisedli,0.0,0.0,0.003528469112912065,0.0
advisor,0.006011219743213789,0.0033331442806922612,0.005014583890563723,0.0036766639262186727
advisori,0.0,0.0,0.0044167723468078795,0.004995695352930563
advoc,0.007173482194246054,0.003074929082128875,0.003610906304083283,0.0
advocaat,0.0,0.0,0.0,0.01684042076617122
advocaci,0.0,0.0,0.003973701808547657,0.0
advocacybas,0.004221392336828443,0.0,0.0,0.0
ae,0.006588198082163217,0.0,0.0,0.00712479340107244
aear,0.0,0.0,0.0,0.004221392336828443
aegi,0.0,0.06324670158876688,0.0,0.0
aeliu,0.0,0.0,0.0,0.005694681163244155
aerial,0.003520450289695279,0.0,0.0038430931839467312,0.014495552051894215
aerob,0.0,0.004978907009128882,0.0,0.0
aerodynam,0.005128922936928368,0.0,0.004334698806984195,0.04171071103674196
aerofar,0.0,0.0,0.006103020704019415,0.0
aeroflot,0.0,0.004742708860352437,0.0,0.0
aeroplan,0.0,0.006479750377107033,0.0024377285386740183,0.008764926014054873
aerosol,0.0,0.0,0.004373831504547248,0.0
aerotyn,0.0,0.0,0.01832428161506079,0.0
aesthet,0.007173482194246054,0.0,0.006319244854552527,0.004928260850194082
aether,0.0,0.0,0.0,0.01648774179724617
